userName,at,content,score,thumbsUpCount,content_processed_FINAL
Dhika,10/6/2025 16:21,"makasih udah buat game ini, karna dari game ini gw bisa belajar cara bergaul dan belajar tentang ekonomi, walaupun sekarang game nya aga rusak karna bot",5,0,makasih udah game karna game ajar gaul ajar ekonomi game rusak karna
Nathan Niel,10/6/2025 16:11,"this this a good game but, maybe u can fix some bug or problem in every account",4,0,this this good game maybe some problem every account
Prabu,10/6/2025 15:20,i like this game alooott,5,0,like this game alooott
Munav,10/6/2025 15:05,unban my account munav i got suspend because someone using auto in my free bfg,5,0,unban account munav suspend because someone using auto free
Raffa Aprilzha,10/6/2025 14:59,rame lah,5,0,rame
sigmafenzo,10/6/2025 14:57,"saran gw mah mending hancur2 aja dah ni game, abis tu rebuild jadi lebih baik,",5,0,saran mending hancur game abis rebuild
Killing Machine,10/6/2025 14:49,good game :),5,0,good game
Rizky Al Ghifari,10/6/2025 14:41,i cant login my old acc,5,0,cant login
Sabian Qinthara Sakti,10/6/2025 14:32,kenapa saya keban tapi namanya bukan akun saya? disitu namanya darell21 ini akun saya sabian05,1,2,ban nama akun situ nama darell akun sabi
Muhamad Rayhan Al Fazry,10/6/2025 14:29,game hebat,5,0,game hebat
PUTRA Rizky,10/6/2025 14:28,mantap game bagus tapi lag banyak bot dan tiba² aku kena ban nyasar untung ke unban game nya bagus,4,1,mantap game bagus kena nyasar untung unban game bagus
Syine Tono,10/6/2025 14:28,"game nya memang cukup baik,dan saya telah mamainkannya selama 4 tahun,tetapi hanya 1 kendala saat saya bermain game ini,yaitu seringnya terjadi error connecting,hanya itu saja yg perlu diperbaiki growtopia sebenarnya",4,8,game baikdan mamainkannya tahuntetapi kendala main game iniyaitu error connectinghanya baik
M Rayhan Wahyu Riduan,10/6/2025 14:27,haduh ini game emang ga bisa di apa apain lagi jadi support via ulasan saja,5,0,haduh game emang apain support ulas
Rafi Rafis,10/6/2025 14:27,mods ny tiba² ngeban gk jelas,1,0,mods ngeban
Roby Novariansyah,10/6/2025 14:22,kenapa gt slasu maintance cobalah kalo ada abdetan di bisaiin maen aja sih jadi nya kan ribet,5,0,slasu maintance coba kalo abdetan bisaiin maen ribet
Febrian Putra Triatama,10/6/2025 14:22,"to ubisoft, please fix this game, especially the login section. it's very difficult to log in. this is a great game. and please pay attention to this game and take care of it.",5,0,ubisoft please this game especially login section very difficult this great game please attention this game take care
Bagas Putra Pratama,10/6/2025 14:19,server jelek error conecting terus,1,0,server jelek error conecting
Agill _027,10/6/2025 14:18,"stak di vpn terus, padahal ga pake vpn",5,0,stak pake
AWAS,10/6/2025 14:16,"hello developers, please fix the server problem and prevent some bots that have started to run rampant, making the game heavy and causing the market to plummet.",3,0,hello developers please server problem prevent some bots that have started rampant making game heavy causing market plummet
cimyy yeayy,10/6/2025 14:14,this game will go to a good game i belive that,5,0,this game will good game belive that
Fahmi Zzzz,10/6/2025 14:13,"sering ercon,iplimite,serverlag,waktu mau pake pc malah ga bisa ke buka,banyak bot ,banyak masalah",1,4,erconiplimiteserverlagwaktu pake bukabanyak
iyang 23,10/6/2025 14:13,big l server,1,0,server
Nizar,10/6/2025 14:00,"dear! ubidontol why is your server so bad that i can't play growtopia because your server is full you know so please fix it or fix stray ip and connection error, oke just that.",5,3,dear ubidontol your server that cant play because your server full know please stray connection error just that
Dzikri Annaqsya,10/6/2025 13:49,game sampah login ga bisa anjg tolol gausah buat apk kalok ga bisa login,1,0,game sampah login anjg tolol gausah kalok login
S A K T I,10/6/2025 13:47,gatel,1,0,gatel
Marmah Saja,10/6/2025 13:37,game lama server lag,1,0,game server
Dewa ayu Srisumerti,10/6/2025 12:59,mainan apa ini longin nya susah banget padahal udah daftar keluar sebentar harus daftar lagi😤😮‍💨,1,0,main longin susah banget udah daftar sebentar daftar
STFCN,10/6/2025 11:47,burik gabisa login game sampah,1,0,burik gabisa login game sampah
M. Afif Priyadi,10/6/2025 11:33,kena ban tanpa alasan,2,0,kena alas
Opal0099 Opalgg,10/6/2025 11:19,please fix the login because it is very difficult to log in.,1,0,please login because very difficult
Attar,10/6/2025 10:26,game bujanginam,1,0,game bujanginam
Nyamer Gacor,10/6/2025 10:06,game haram anjir banyak judi nya,1,0,game haram anjir judi
Raffi Akmal syah,10/6/2025 10:02,cant login,1,0,cant login
Aldi fachri Ashegaf,10/6/2025 10:01,game kreatif,5,0,game kreatif
Jastin Justin,10/6/2025 9:23,"game nya bagus tapi tolong perbaiki lagi login nya,biar semua tidak terganggu",5,0,game bagus tolong baik login nyabiar ganggu
Regii Firmansyah,10/6/2025 8:08,anjir ini gem makin sinih makin rusak player lama kecewa berat yg sudah top up pun sangat kecewa,1,0,anjir sih rusak player kecewa berat kecewa
Ikhsan Yuma Robbani,10/6/2025 7:51,login aja gabisa,1,0,login gabisa
Muhamad Ikrom,10/6/2025 7:40,"perbaiki servernya, suka dc padahal sinyal baik"" sja",5,0,baik servernya suka sinyal
Paolo Panjiputro,10/6/2025 5:36,"game rusak banyak bug, kalo login ke game susah masuk terus padahal sinyal bagus game sampah",1,27,game rusak kalo login game susah masuk sinyal bagus game sampah
jeremy,10/6/2025 5:13,verry hard to log in im stucked in log in loading. i already waiting almost 5 minutes and it still loading,1,0,verry hard stucked loading already waiting almost minutes still loading
Ifan Adrian,10/6/2025 4:39,this game makes me stressed because the server is so bad,1,0,this game makes stressed because server
Tashawn baldwin,10/6/2025 3:22,"entah kenapa sering nge freeze pas mau masuk gt, dan suka gak bisa masuk padahal sinyal bagus semoga di perbaiki",1,0,freeze masuk suka masuk sinyal bagus moga baik
Lis Sutiana,10/6/2025 1:54,bug,1,0,
asd asdad,10/6/2025 1:50,apa coba mau login ribet bet gausah bikin fitur aneh dah gw mau bikin aja sekali mallah batasan,1,0,coba login ribet gausah fitur aneh mal batas
ARD,10/6/2025 1:44,"vpn vpn vpn (damn it, even my phone doesn't have a vpn)",1,0,damn even phone doesnt have
IVAN AUFAR,10/6/2025 1:23,"bad server, always eror connection and many boot in game cheat scamer",1,0,server always eror connection many boot game cheat scamer
Adrian Theda Fathin Satria,10/6/2025 1:00,i really hope this game die and forgettable. the staff really did nothing to help us. there's no positive things about the game btw. trash.,1,0,really hope this game forgettable staff really nothing help theres positive things about game trash
Riyadi Yadi,10/5/2025 22:18,ga bisa login stak di loading doang,1,0,login stak loading doang
Kipli Da Replek,10/5/2025 22:04,"mau login dipersulit, pake ""login failed, please try again"" kyk gini belum masalah lain yang penyakitan buat login, fix your game",1,0,login sulit pake login failed please again gin sakit login your game
Dio saputra,10/5/2025 17:50,"tolong servernya dibetulin,masih banyak yg mau main game lu tapi karna banyak yg spam bot jadi gabisa login ke growtopia,tolong lah niat dikit,kalo udah gamau di urus mending di apus dari playstore",1,1,tolong servernya dibetulinmasih main game karna spam gabisa login growtopiatolong niat dikitkalo udah gamau urus mending apus playstore
muhammad habbib,10/5/2025 16:46,"just started playing and got banned immediately, even though it's only been 1 day since i came back to playing. my old account was suspended, weird game.",1,0,just started playing banned immediately even though only been since came back playing account suspended weird game
RAFZ,10/5/2025 16:16,"tutup saja servernya login susah costumer servis tidak peduli, moderator banyak yang tidak berguna, login game sangat susah mending tutup aja ini servernya",1,5,tutup servernya login susah costumer servis peduli moderator guna login game susah mending tutup servernya
Muhammad Aliif,10/5/2025 15:43,server rusak terus hampir seharian gk bisa mainin perbaiki segere,1,0,server rusak hari mainin baik segere
Chrystian Yonatan,10/5/2025 15:32,"sekarang growtopia makin susah loginnya, banyak masalah. kalo mau login akun ada ip limit, masalah vpn. padahal gk pakai vpn. memang udah rusak",1,1,susah loginnya kalo login akun limit pakai udah rusak
Nazril Fadilah,10/5/2025 15:28,fixx the server!!!!!!!!! how do i play if i can't log in? it's been years and there's no progress,1,0,fixx server play cant been years theres progress
Vortigan 123,10/5/2025 15:18,urus dlu tuh server gak becus nya,1,0,urus server becus
Valeron exe,10/5/2025 15:13,apaan mau daftar aja susah sistem nya eror conetting mulu perbaiki lagi untuk developer nya,1,0,daftar susah sistem eror conetting mulu baik developer
39_Surya,10/5/2025 14:53,"tolong perbaiki server pada game ini, kalo iya alasannya agar mengurangi bot buktinya saja masih ada bot yang berkeliaran. justru error vpn dan ip malah menghambat player asli untuk bermain, perbaiki itu kalo tidak ingin game ini mati....",1,14,tolong baik server game kalo alas kurang bukti liar error hambat player asli main baik kalo game mati
Florantia Rayna Azzura,10/5/2025 14:42,"i can't login to my account, why is this? even though i'm using a google account, or is it because i'm using a google account that i can't? please fix it, i have a lot of money there.",2,0,cant login account this even though using google account because using google account that cant please have money there
Agung564 Laksamana,10/5/2025 14:19,seru,5,0,seru
Suparjo Jr,10/5/2025 13:39,game yatim,1,0,game yatim
goldD Ahmad,10/5/2025 13:30,"udahlah susah login, sering bet server overload lah tiba"" ilang jaringan lah padahal wifi full, mana bot nya banyak banget lagi jadi lag lag parah hedeh, bukannya mempermudah player malah mempersulit payer.",1,0,udahlah susah login server overload ilang jaring wifi full banget parah hedeh mudah player sulit payer
AIDAN RBCC,10/5/2025 13:14,sangat bagus,5,0,bagus
Syko Senpaii,10/5/2025 12:19,"tolong di perbaikikan server nya, setiap aku masuk growtopia saya tidak bisa masuk ke dalam game nya, padahal jaringan baik, jadi tolong di perbaiki",1,0,tolong perbaikikan server masuk masuk game jaring tolong baik
Melda Anggreyani,10/5/2025 12:15,cara menghancurkan tanahnya susah,1,0,hancur tanah susah
Sundala Talso509,10/5/2025 11:53,"i give 5 stars so that there is a big chance that my criticism will be read by ubisoft, please make the world lock pack temporarily closed or make people unable to buy world lock using gems for a while, because the price of diamond lock has plummeted badly, and if it reaches 500 silver which is indonesian currency, then this growtopia game will be a dead game...",5,0,give stars that there chance that criticism will read ubisoft please make world lock pack temporarily closed make people unable world lock using gems while because price diamond lock plummeted badly reaches silver which indonesian currency then this game will dead game
Muhamad Ridzwan Faturrahman,10/5/2025 11:18,i can't log in to the game/stuck on loading,1,0,cant gamestuck loading
Firdaus habibi,10/5/2025 10:31,"legal kan csn, karna itu salah satu alasan growtopia rame",1,0,legal karna salah alas rame
Murni Lumban,10/5/2025 9:24,gokss,5,0,gokss
Refal Ramadhan,10/5/2025 8:56,game jelek gak bisa login 2minggu game ajg,1,0,game jelek login minggu game
Aastakun,10/5/2025 8:52,tolong perbaiki bug saat loading untuk memilih akun,1,0,tolong baik loading pilih akun
Ryan Gosling,10/5/2025 7:29,"gamenya sebaiknya di tutup aja, server busuk banyak bot login susahnya kebangetan dasar ubi lembut kikir",1,0,gamenya tutup server busuk login susah banget dasar lembut kikir
Gilang Hanafi,10/5/2025 7:28,"setiap login keluar pleas try""login again""padahal jaringan udah bagus",1,0,login pleas trylogin againpadahal jaring udah bagus
Zarkasi Ridho,10/5/2025 6:47,"i lost my valuables, around 60 diamond locks, more or less, this loss was caused by (mod), i got suspended by straying, then i reported it on gmailgrowtopia",1,0,lost valuables around diamond locks more less this loss caused suspended straying then reported gmailgrowtopia
Ramadan Boy,10/5/2025 6:43,saya lagi main game growtopia malah saya tiba-tiba keluar dari game saya sangat sedih banget akun saya kena ip saya salah apa ke game growtopia kera na itu saya kasih bentang 1 mohon kepada yg buat game growtopia mohon saya bisa lagi bermain game growtopia 😭😭😭,1,0,main game tibatiba game sedih banget akun kena salah game kera kasih bentang mohon game mohon main game
Ahmad Juan Naufal,10/5/2025 6:35,saya ingin memainkan game ini tetapi tidak bisa log in entah kenapa perbaiki bug ini mohon,1,1,main game baik mohon
Hogon Ajah,10/5/2025 6:19,this gem is very rubbish because i have been banned three times with unclear reasons. i don't use chat or third parties but i was banned and the moderators don't want to help,1,0,this very rubbish because have been banned three times with unclear reasons dont chat third parties banned moderators dont want help
Rafa Firmansyah,10/5/2025 6:14,"tolong ya gamenya diperbaiki, kalo ga niat buat game gausa buat🙏🏻",1,1,tolong gamenya baik kalo niat game gausa
Proyektor Mini,10/5/2025 4:33,"game rusak,ga bisa login,bukan nya benerin dulu bug nya malah buat buat item baru si ajg",1,0,game rusakga loginbukan benerin item
Akun Utama,10/5/2025 4:27,ubi lembut,5,0,lembut
danang baik111,10/5/2025 4:20,"tolong perbaiki supaya saya bisa masuk ke game, saya muak dgn eror coneting",5,0,tolong baik masuk game muak eror coneting
Raka .I.A,10/5/2025 4:07,"server jelek, terlalu banyak bot, dan game seperti tidak diurus oleh developer maupun para mods",1,1,server jelek game urus developer mods
Muhammad Rayan,10/5/2025 3:00,please fix the server in the game because when i play i can't move and i keep going in and out of the game because the server keeps getting errors.,1,0,please server game because when play cant move keep going game because server keeps getting errors
Satria Rifqi Saifullah,10/5/2025 1:54,"setiap login pasti ga bisa, katanya ""make sure you are not using vpn"", padahal aku ga pernah pake vpn, makin gajelas ini game >:( game ini makin lama makin buruk",1,4,login make sure using pake gajelas game game buruk
Bocilas,10/5/2025 1:38,semoga geme ini menjadi lebih baik lagi ya,5,0,moga geme
Dika Rahmad Ahmadi,10/4/2025 19:01,fix bug ketik pls,2,0,ketik
Ardian Kusuma,10/4/2025 16:39,game nya cukup bagus cuman masalah di login saja,2,0,game bagus cuman login
Gblk Tll,10/4/2025 14:23,"game ibab, jelek,burik, mau login aja harus cape"" server di perluas 99%bot 1%player game ngajing",1,0,game ibab jelekburik login cape server luas player game ngajing
Topik Maulana Yusuf,10/4/2025 12:47,"hadeeen beli gems tidak masuk kenapa ya, balinya yang mahal pulah males kali",1,0,hadeeen beli gems masuk bal mahal pulah males kali
Farrel Fachreza,10/4/2025 12:36,why i stuck in loading??? like its been 2 month,1,0,stuck loading like been month
Sudah Takdir,10/4/2025 11:21,bismillah ur mom died,1,0,bismillah died
Ask Rasyid,10/4/2025 11:14,i can't login !!!!!!!!!!!!!!,1,0,cant login
Azriel 01,10/4/2025 11:01,cant log in because erco why im using wifi iconet,1,0,cant because erco using wifi iconet
Innocenzio Louis,10/4/2025 10:25,"what do you expect by making legacy login need email that we created 10 years ago when we were around 12 years old. if growtopia login system from beggining like that, its actually fine and fair, but if u suddenly change it, well its not wise. ask support also didnt help they will ask us to send history of transaction in game that we make before to be proven that you are owner of that account. but still its a nice game and keep it up working on everything especially bot and server optimization✌️",3,0,what expect making legacy login need email that created years when were around years login system from beggining like that actually fine fair suddenly change well wise support also didnt help they will send history transaction game that make before proven that owner that account still nice game keep working everything especially server optimization
Riszky Prayogi,10/4/2025 10:22,aneh server bug dev nya aneh cringe,1,0,aneh server aneh cringe
Furqon Kendal,10/4/2025 10:18,"what does this game want? when i wanted to play this game again, suddenly my account was suspended even though i didn't do anything.",1,0,what does this game want when wanted play this game again suddenly account suspended even though didnt anything
Muhammad Aqly,10/4/2025 9:13,game gaje,1,0,game
Alghifari Raka,10/4/2025 8:52,mati aj ini game bngst,1,0,mati game bngst
Fikri Hidayat,10/4/2025 8:15,akun saya ga bisa login di bilang limit ip padahal akun cuma 1 aneh,1,0,akun login bilang limit akun aneh
Dzaki Putra,10/4/2025 7:23,urusin dulu si server nya jelek bener,1,0,urusin server jelek bener
WY #,10/4/2025 7:22,we ask the developer to close the game because it is full of viruses.,1,0,developer close game because full viruses
Paska Chalmi,10/4/2025 3:06,"masa dari 2020 sampai sekarang masih sering kena ban gua gak pake vpn, auto farming, gak main cs apalah",1,0,kena pake auto farming main apa
Lionel 7,10/4/2025 3:04,fix dulu login lu,2,0,login
Ferdinal Sofian Mufti,10/4/2025 2:31,error connection trs,1,0,error connection
Akbar Abay,10/4/2025 2:20,"if you don't want your game to be played, then you don't need to fix the login problem in your game",1,0,dont want your game played then dont need login problem your game
Hasyim HUMAIDI,10/4/2025 2:04,"benerin tu game, ercon mulu tolol",1,2,benerin game ercon mulu tolol
Mochamad Abrisam Alvaro Santoso,10/3/2025 21:35,login issue anj,1,0,login issue anjing
Gevind Arya,10/3/2025 20:07,woi anjg gw udah 11 jam gk bisa login pepe,1,0,anjg udah login pepe
Rio Alvendra,10/3/2025 16:08,apa kah bisa donate sya ?? world:marvelgti,5,0,donate worldmarvelgti
Thaa,10/3/2025 16:04,pemain baru mau masuk loading nya lama sampai se abad,1,0,main masuk loading abad
Romi,10/3/2025 15:45,game tolol,1,0,game tolol
Taufik Maulana,10/3/2025 15:25,nii denger akun gw 2 kena suspended ban permanent mana lagi akun besar semua yang kena pedahal gw kga pernah tuh main ilegal di akun 2 gw alesan nya mengada adakan game bobrok mending apus aja dari playstore merugikan semua player (dalban),1,0,denger akun kena suspended permanent akun kena pedahal main ilegal akun alesan ada adakan game bobrok mending apus playstore rugi player dalban
Saufi Lubis,10/3/2025 14:49,"server nya susah amat buat login, mohon d perbaikin lagi min, game bagus padahal ini",1,0,server susah login mohon perbaikin game bagus
Alfinoliwa,10/3/2025 13:56,game kontil susah bener login sih masa yg bisa login hanya leptop jalak,1,1,game kontil susah bener login login leptop jalak
16_Guruh Wahyu Sinatra,10/3/2025 13:33,every time is error connecting,1,11,every time error connecting
Hani Hahu,10/3/2025 13:20,"perbaiki masalah server tolonggg saya udah hampir setengah bulan terkena ercon,saya sudah melakukan segala cara dari mulai restart hp berulang kali restart wifi dan mode pesawat saya juga sudah menggunakan vpn walaupun itu ilegal tapi karena saya ingin login cepat ke growtopia saya rela lakukan tetapi apa hasilnya yapp masihhh erconnntollll,,tolong ubisoft perbaiki saya ingin bermain growtopia ubisoft saya ingin comeback dan kembali bermain growtopia,,malah bermasalah saat login tolong ya ubitod",1,21,baik server tolonggg udah kena erconsaya restart ulang kali restart wifi mode pesawat ilegal login cepat rela laku hasil yapp masihhh erconnntolllltolong ubisoft baik main ubisoft comeback main growtopiamalah masalah login tolong ubitod
Yessi Marisa Pratama,10/3/2025 13:20,"login susah, perbaiki cara login masa setiap saya login pasti ercon padahal jaringan bagus, rating saya yang awalnya bagus tapi malah kecewa sekarang",1,2,login susah baik login login ercon jaring bagus rating bagus kecewa
Nova Putra,10/3/2025 13:10,mau login error connection mulu,1,0,login error connection mulu
Jaka Satria,10/3/2025 12:52,kurangi bug,5,0,kurang
Roni Oni,10/3/2025 11:58,game nya bagusss,5,0,game bagusss
Ilham Elman dwi saputra,10/3/2025 10:52,game rusak ga ngapa ngapain di suspen,1,0,game rusak ngapa ngapain suspen
Ammar Maulana,10/3/2025 10:29,benerin server lu ngwntot,1,1,benerin server ngwntot
RE 8D,10/3/2025 8:56,"bad game, hard to log in, makes you lazy to play but if you want to play you definitely can't log in, no idea what error it is, even though you've never used bots, scripts, etc., haram game",3,0,game hard makes lazy play want play definitely cant idea what error even though youve never used bots scripts haram game
Kehdl,10/3/2025 8:40,"gamenya perlu diperbaiki, masa saya tidak memakai vpn tapi dibilang servernya pakai vpn aneh sekali padahal saya pakai wifi dan tidak tersambung ke vpn sama sekali, mohon di perbaiki.",3,2,gamenya baik pakai bilang servernya pakai aneh pakai wifi sambung mohon baik
Zidan Nasrudin,10/3/2025 7:42,game kgk jelas ga bisa log in,1,0,game
Faridah Udiansyah,10/3/2025 6:14,bukannya ngurus server malah ngurus item baru 💔🥀,1,0,ngurus server ngurus item
rafa,10/3/2025 5:47,"tolong lah ini benerin pas pake telkomsel bisa setelah ganti pake wifi atau internet lain gak bisa, padahal gak pake vpn tapi pemberitahuannya pake vpn, masa harus pake telkomsel mulu,kouta nya abis pengen pindah gak bisa. tolong benerin lah jadi gak bisa main.",1,8,tolong benerin pake telkomsel ganti pake wifi internet pake pemberitahuannya pake pake telkomsel mulukouta abis ken pindah tolong benerin main
Habib Alwi,10/3/2025 4:28,scanner kntllll,1,0,scanner kntllll
Hendy Yudistira,10/3/2025 4:11,game tolol game rusak ajg tolol mods tau nya tidur doang bego tololaay,1,0,game tolol game rusak tolol mods tidur doang bego tololaay
MARCELINO Syekjj,10/3/2025 3:52,"game gila, banyak bot dibiarin, mod ga becus, server bapuk, gampang ercon,minimal tingkatin server dulu lah, percuma update update doang kalo servernya bapuk",1,0,game gila dibiarin becus server bapuk gampang erconminimal tingkatin server update update doang kalo servernya bapuk
Entahkadatahu,10/3/2025 3:51,please fix the server,1,0,please server
ANAK ANIME,10/3/2025 2:55,game apa ini ngak bisa masuk server manapun login ngak bisa jarinan bilangnya eror terus padahal aman jaringan gw tolong ni admin perbaiki game nya karena percuma game bagus tapi menyusahkan pemain nya,1,0,game ngak masuk server mana login ngak jarinan bilang eror aman jaring tolong admin baik game game bagus susah main
Ali Mustofa,10/3/2025 2:45,"saat mengganti koneksi data dan menggunakan wi-fi dalam permainan, terdeteksi menggunakan vpn, tolong perbaiki ini. dan juga terlalu banyak bot, tolong hapuskan player yg bermain lebih dari 24 jam nonstop!!!",3,0,ganti koneksi data wifi main deteksi tolong baik tolong hapus player main nonstop
Farizal Maulana yaqub,10/3/2025 1:36,game nya bagus jadi saya kasih bintang lima🌟🌟🌟🌟🌟,1,0,game bagus kasih bintang
guntur cahya,10/3/2025 1:27,game asu tiba tiba ada check your internet and make sure you are not using vpn w g make vpn ya asu puki,1,0,game check your internet make sure using make puki
Dimzzz,10/3/2025 1:22,"game stres, setiap aja, mau main game ini, banyak banget hal yang terjadi, tiba tiba sinyal nya mati lah, terus stuck di loading lah, ga bisa login lah, kena ip limit lah, pokok nya ribet banget deh sumpahhhh, mending growtopia yang tahun 2019 dari pada sekarang, jelek jelek banget sekarang",1,0,game stres main game banget sinyal mati stuck loading login kena limit pokok ribet banget sumpahhhh mending jelek jelek banget
Fathan Fathan,10/3/2025 1:09,mengapa jadi sering sussah untuk login?tolong di perbaiki,4,0,sussah logintolong baik
Ade Irawan,10/3/2025 0:31,"server perbaiki, terlalu banyak bot ban kan semua bot",1,0,server baik
Aldo Bareto,10/3/2025 0:20,"tolong untuk devnya perbaiki server.. tambah event sj dg.. server perbaiki juga dg kita mainnya tidak senang kalau keluar"" terus. bolak balik masuk. kadang muak.game sudah bagus tp servernya ini. sudah kurang ajar",1,0,tolong devnya baik server event server baik main senang bolak masuk kadang muakgame bagus servernya ajar
Christensen Giovinco wibowo,10/2/2025 23:49,cant login everytime,1,0,cant login everytime
mglatif,10/2/2025 23:23,"game nya terlalu rusak bahkan server nya saja selalu penuh akan bot, dan saat mau login selalu ada tulisan too many player, bahkan kadang juga dituduh pake vpn perbaikilah servernya kalo mau game ini rame",1,7,game rusak server penuh login tulis many player kadang tuduh pake baik servernya kalo game rame
jovan Effendi sie,10/2/2025 22:18,terditeksi menggunakan vpn padahal ga pake vpn dan untuk loginnya susah karena selalu gabisa masuk ke gamenya,1,0,teks pake loginnya susah gabisa masuk gamenya
Nur Firdaus,10/2/2025 22:06,parah servernya ga bisa login sama sekali sudah berbulan-bulan,1,0,parah servernya login berbulanbulan
muhammad rafa,10/2/2025 19:10,pls ubilembut perbaikin untuk masalah login dan juga saya terkena fasle ban di akun baru loh gk jelas banget,1,0,ubilembut perbaikin login kena fasle akun banget
mask anah,10/2/2025 16:11,baguss,5,0,baguss
Muhammad Syahriel,10/2/2025 15:16,game sikit sikit ercon skit sikit ban emg dk ada niat yg beli nya,1,0,game sikit sikit ercon skit sikit niat beli
La De,10/2/2025 14:39,hard login,1,0,hard login
Fedrick Greyson,10/2/2025 14:27,"something get wrong, pls try login again, you have reached this ip anjg",1,0,something wrong login again have reached this anjg
VIN Miuuu,10/2/2025 14:09,game anj bodoh ubisoft gak urus gamenya duel yok,1,0,game anjing bodoh ubisoft urus gamenya duel
Alip Ocaaliefromadhona,10/2/2025 13:23,gk bisa masuk dengan akun google tolong di perbaiki biar banyak yg memainkan nya kembali jangan diam,2,0,masuk akun google tolong baik biar main diam
hi squidward,10/2/2025 13:12,belum pernah instal baru instal mau login udah kena suspend game kocakk,1,0,instal instal login udah kena suspend game kocakk
Oskar Prasetya,10/2/2025 12:55,game nya g pernah improve dari dulu masalahnya login issue mulu yang bener dikit lah yg ilegal player lain yang legal ikut kena dampaknya mikir,1,0,game improve login issue mulu bener dikit ilegal player legal kena dampak mikir
Kafka Laode,10/2/2025 12:42,"i don't know what happened,iam playing this game this day and i don't use any third application party such as vpn but in sistem chat it says don't use vpn??",3,0,dont know what happenediam playing this game this dont third application party such sistem chat says dont
Haddel Satya,10/2/2025 11:56,"game gajelas bikin stress,login aja gabisa",1,0,game gajelas stresslogin gabisa
BETET,10/2/2025 10:48,game eror tiba tiba akun gw kena ban padahal gk kenapa kenapa,1,0,game eror akun kena
nzt gzs,10/2/2025 10:03,tolong basmi bot auto!,2,0,tolong basmi auto
Raffi Ardhani wibowo,10/2/2025 7:12,kenapa ada bug di wifi indihome yang jadikan aku gak bisa login tolong di cek,1,0,wifi indihome jadi login tolong
Rifki alfisyahrin,10/2/2025 6:35,"tidak bisa login, always try login again, perbaiki lagi dengan benar",1,2,login always login again baik
Daffa Dirgha,10/2/2025 6:31,"masalah dari tahun ke tahun yaitu sama masalah server yang belum di selesaikan hingga hari ini, ini masalah besar bagi developer sebagi ubisoft untuk menyelesaikan masalah ini, kritik besar dan keras terhadap ubisof sebagai developer ini harus segera di selesaikan masalah server dan sinyal yang tidak jelas dan kami selaku pemain selalu menghargai setiap tindakan yang dilakukan ubisof selaku developer",1,41,server selesai developer bagi ubisoft selesai kritik keras ubisof developer selesai server sinyal main harga tindak ubisof developer
GOBLIN YT,10/2/2025 3:43,game jelek login aja gabisa apalagi mau mainnnn game anehhhh,1,0,game jelek login gabisa mainnnn game anehhhh
JONA PRO,10/2/2025 3:30,server overload 👎🏻,1,0,server overload
Falah fadilah,10/2/2025 2:14,buriq gamenya,1,0,buriq gamenya
Putra Bagus,10/2/2025 0:48,jnaice,5,0,jnaice
Elang malaka,10/2/2025 0:13,"you only care about events, and ignore your rotten servers, do you still have a brain?",1,0,only care about events ignore your rotten servers still have brain
Alfino Wira,10/1/2025 23:15,"game yang login aja susah banget, ada kendala error connecting lah please try again lah, dikira pake vpn lah, dan daritadi udah 30 menitan cuman buat login masih belum bisa, tadi udah masuk, pas pindah world malah keluar sendiri, disuruh login lagi. hdhhh",1,625,game login susah banget kendala error connecting please again pake daritadi udah menit cuman login udah masuk pindah world suruh login hdhhh
M.Gabriel14 Keanu,10/1/2025 23:10,ini saya kok stuck di loading udh 1 hari noh stuck di loading,1,0,stuck loading stuck loading
Yu,10/1/2025 22:48,apa coba ni game keseringan ercon ato nggk dituduh vpn,1,0,coba game sering ercon nggk tuduh
korenza,10/1/2025 18:13,"males bangett gw dah mau login stuck loading/vpn , perbaiki sistem loginnya dulu aja",2,3,males bangett login stuck loadingvpn baik sistem loginnya
Febi Ano,10/1/2025 15:12,kenapa ketika menggunakan data gk bisa masuk sedangkan pake wifi bisa?,1,0,data masuk pake wifi
ARDIAN SYAH,10/1/2025 14:55,game tolol nguras uang ngga mau rugi,1,0,game tolol nguras uang ngga rugi
Ferdi Hidayat,10/1/2025 13:56,game terbaik,5,0,game baik
Gyura,10/1/2025 13:17,server nya lemot banget keluar masuk world aja susah,1,0,server lot banget masuk world susah
Berliana Rahmadhani,10/1/2025 12:10,woilah game nya benerin,1,0,woilah game benerin
Manto,10/1/2025 12:08,letak terseru nya adalah mencoba login server berulang-ulang kali,1,0,letak seru coba login server berulangulang kali
Ria Titin,10/1/2025 10:59,dead game,1,0,dead game
Alfani Dwi armada,10/1/2025 9:58,"perfect game. but, ubisoft please fix ur inflation in growtopia. pleasee",5,0,perfect game ubisoft please inflation pleasee
Antonius Julianto,10/1/2025 9:28,"server buruk banget sinyal wifi lancar tapi server duh gak bisa berkata""",1,0,server buruk banget sinyal wifi lancar server
Fandik,10/1/2025 9:06,nice,5,0,nice
Alfin Yusuf,10/1/2025 8:58,"ubisoft plis tegas dalam hal ilegal, tolong fokuskan semuanya untuk berantas player ilegal/bot/dll, jika ada mods yang terlihat tidak bekerja tolong tegas dalam mengambil tindakan, ini demi game ini tetap bertahan.",1,0,ubisoft plis ilegal tolong fokus berantas player ilegalbotdll mods tolong ambil tindak game tahan
