userName,at,content,score,thumbsUpCount
mask anah,10/2/2025 16:11,baguss,5,0
Redmi 14c,10/2/2025 16:01,game rusak,1,0
Muhammad Syahriel,10/2/2025 15:16,game sikit sikit ercon skit sikit ban emg dk ada niat yg beli nya,1,0
La De,10/2/2025 14:39,hard login,1,0
Fedrick Greyson,10/2/2025 14:27,"something get wrong, pls try login again, you have reached this ip anjg",1,0
VIN Miuuu,10/2/2025 14:09,game anj bodoh ubisoft gak urus gamenya duel yok,1,0
Alip Ocaaliefromadhona,10/2/2025 13:23,gk bisa masuk dengan akun google tolong di perbaiki biar banyak yg memainkan nya kembali jangan diam,2,0
hi squidward,10/2/2025 13:12,belum pernah instal baru instal mau login udah kena suspend game kocakk,1,0
Oskar Prasetya,10/2/2025 12:55,game nya g pernah improve dari dulu masalahnya login issue mulu yang bener dikit lah yg ilegal player lain yang legal ikut kena dampaknya mikir,1,0
Kafka Laode,10/2/2025 12:42,"i don't know what happened,iam playing this game this day and i don't use any third application party such as vpn but in sistem chat it says don't use vpn??",3,0
Haddel Satya,10/2/2025 11:56,"game gajelas bikin stress,login aja gabisa",1,0
BETET,10/2/2025 10:48,game eror tiba tiba akun gw kena ban padahal gk kenapa kenapa,1,0
nzt gzs,10/2/2025 10:03,tolong basmi bot auto!,2,0
rendisuma 666,10/2/2025 9:58,good,5,0
Rizky Adr,10/2/2025 8:36,ok,5,0
Raffi Ardhani wibowo,10/2/2025 7:12,kenapa ada bug di wifi indihome yang jadikan aku gak bisa login tolong di cek,1,0
Rifki alfisyahrin,10/2/2025 6:35,"tidak bisa login, always try login again, perbaiki lagi dengan benar",1,2
Daffa Dirgha,10/2/2025 6:31,"masalah dari tahun ke tahun yaitu sama masalah server yang belum di selesaikan hingga hari ini, ini masalah besar bagi developer sebagi ubisoft untuk menyelesaikan masalah ini, kritik besar dan keras terhadap ubisof sebagai developer ini harus segera di selesaikan masalah server dan sinyal yang tidak jelas dan kami selaku pemain selalu menghargai setiap tindakan yang dilakukan ubisof selaku developer",1,41
GOBLIN YT,10/2/2025 3:43,game jelek login aja gabisa apalagi mau mainnnn game anehhhh,1,0
JONA PRO,10/2/2025 3:30,server overload 👎🏻,1,0
Falah fadilah,10/2/2025 2:14,buriq gamenya,1,0
Putra Bagus,10/2/2025 0:48,jnaice,5,0
Elang malaka,10/2/2025 0:13,"you only care about events, and ignore your rotten servers, do you still have a brain?",1,0
Alfino Wira,10/1/2025 23:15,"game yang login aja susah banget, ada kendala error connecting lah please try again lah, dikira pake vpn lah, dan daritadi udah 30 menitan cuman buat login masih belum bisa, tadi udah masuk, pas pindah world malah keluar sendiri, disuruh login lagi. hdhhh",1,625
M.Gabriel14 Keanu,10/1/2025 23:10,ini saya kok stuck di loading udh 1 hari noh stuck di loading,1,0
Yu,10/1/2025 22:48,apa coba ni game keseringan ercon ato nggk dituduh vpn,1,0
korenza,10/1/2025 18:13,"males bangett gw dah mau login stuck loading/vpn , perbaiki sistem loginnya dulu aja",2,3
Febi Ano,10/1/2025 15:12,kenapa ketika menggunakan data gk bisa masuk sedangkan pake wifi bisa?,1,0
ARDIAN SYAH,10/1/2025 14:55,game tolol nguras uang ngga mau rugi,1,0
Ferdi Hidayat,10/1/2025 13:56,game terbaik,5,0
Gyura,10/1/2025 13:17,server nya lemot banget keluar masuk world aja susah,1,0
Berliana Rahmadhani,10/1/2025 12:10,woilah game nya benerin,1,0
Manto,10/1/2025 12:08,letak terseru nya adalah mencoba login server berulang-ulang kali,1,0
Ria Titin,10/1/2025 10:59,dead game,1,0
Alfani Dwi armada,10/1/2025 9:58,"perfect game. but, ubisoft please fix ur inflation in growtopia. pleasee",5,0
Antonius Julianto,10/1/2025 9:28,"server buruk banget sinyal wifi lancar tapi server duh gak bisa berkata""",1,0
Rafliy Ibnu,10/1/2025 9:27,seru,5,0
Fandik,10/1/2025 9:06,nice,5,0
Alfin Yusuf,10/1/2025 8:58,"ubisoft plis tegas dalam hal ilegal, tolong fokuskan semuanya untuk berantas player ilegal/bot/dll, jika ada mods yang terlihat tidak bekerja tolong tegas dalam mengambil tindakan, ini demi game ini tetap bertahan.",1,0
Noee ' 60fps,10/1/2025 8:55,untuk saat ini game nya sudah lumayan membaik cuman banyak kendala pada server seperti seringnya dc dan banyak bot pada server dan masih banyak lain nya seperti penuduhan penggunaan vpn saat login jadi tolong di perbaiki untuk kenyamanan semua.,5,203
Haikal Haikal,10/1/2025 8:52,"the game is difficult to log in to, difficult to play, everything is difficult",1,0
ILHAM ESMAN,10/1/2025 7:36,sangat kecewa akun baru main di suspended,1,0
Rampage GT,10/1/2025 7:07,"download lgi, malah jadi ga bisa login, gabisa pake wifi, error connecting terus, dah ga bisa lagi main game ini payah",1,0
Achmad Zulkifli,10/1/2025 6:45,please deal with spammers and bots because there are too many to the point that they can't enter the server to play the game.,1,83
Raka Aprilio,10/1/2025 5:53,kont0l gbs login ngnt0d,1,0
Muhammad Maulana akbar,10/1/2025 4:47,punya akun baru tiba tiba ke ban,1,0
Dimas Kazzela,10/1/2025 3:44,bad server,3,0
Galih 21004,10/1/2025 2:22,"server jelek. gak pernah diperbaiki. tiga tahun dari aku terakhir main game ini, dan sekarang di 2025 aku mencobanya lagi tetapi server masih tetap sampah. aku tidak bisa login!!!!",1,3
Aditia Ramanda,9/30/2025 23:02,"i'm asking growtopia, why is it so difficult for legal players to log into the game, but it's so easy for illegal players to log in? this greatly affects legal players, so much so that they might stop playing growtopia.",3,1
Kahhf _d,9/30/2025 19:18,ok,5,0
Mungkin Akhsan,9/30/2025 17:09,"dont play dis game, gt is finish",1,0
Lmaokui Kisama,9/30/2025 14:35,sudah lebih 10x saya menonton vidio saat saya mati dungeon tapi tidak hidup hidup game rusak,1,24
Prtm Rdty,9/30/2025 14:13,akun gw ke suspend cman gara² ketiduran di world orang,1,0
rahmat fauzi,9/30/2025 13:59,"only server max, much bot, disconnect everytime, hard to push",2,0
Iming Iming,9/30/2025 13:23,seru,5,0
Dimas Agustiansyah,9/30/2025 13:17,game apa sih ini error connnecting mulu!,5,21
Muhamad Sahrul,9/30/2025 12:59,urus bot sama server lu duluuuu wooiii bujanggggg,1,0
Jonathan nathan,9/30/2025 12:50,login so hard lol,1,0
Wiwi Sundari,9/30/2025 12:41,"server sering di update bukannya beren malah tambah rusak, susah login, tolong dong benerin banyak pemain yang ingin bermain dengan tenang bukan dengan emosi",3,0
Wichandra Gunawan,9/30/2025 12:05,"benerin permasalahan login oi gua klo login pake data ercon terus, klo pake wifi loading trus",2,5
Tohir officials,9/30/2025 10:53,fix ur server!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,4
Ikhsann,9/30/2025 10:48,poor server already,1,0
Adit Boy,9/30/2025 10:24,growtopia di anak tiriin anjir sama ubisoft,1,0
Reza Cengklik,9/30/2025 8:23,gatell,1,0
Dedek Kurniawan,9/30/2025 8:11,the best game,5,0
Liling,9/30/2025 8:09,"masalah ban lokasi ini gak selesai masalahnya, yg kena dampak pemain lain yg gak melakukan kesalahan. terus masalah login juga gak selesai juga. tidur ajalah kalo gak berkembang terus masalah selalu stuck di situ situ aja.",1,15
Rasya Ariansyah,9/30/2025 7:48,"wkwkwkw, kasih aja bintang 5 ,meskipun ni game kayak ****** paham",5,0
BAGUS [BMGO],9/30/2025 7:43,server kyk sampah g di urus kena ban ip nyasar terus hari hari ngelag lah coba di urus gem itu,1,0
Akunsave,9/30/2025 6:57,server banyak bot,1,0
32.Tharence kangtajaya,9/30/2025 6:33,depeloper tidak menghargai akun bertahun tahun salah sekali banned permanen,1,1
Zimli Assiddiqi,9/30/2025 5:42,nob,1,0
Alif Alrasyid,9/30/2025 1:18,game jelek susah login,1,0
Luxufi Atiago,9/30/2025 0:40,"10 million downloads, only 95k can log in",5,0
ZAKKI GEMING,9/30/2025 0:02,"game ini seru,cuman banyak bot nyaa,tolong di ban",3,0
Kizumaa a,9/29/2025 22:39,halah cepat membaik game healing,5,1
manik lastri,9/29/2025 21:20,"it's outrageous that my ip was banned, even though it wasn't my growid. please improve the system so that innocent people can play",3,0
Marselino Silaban,9/29/2025 17:49,akun saya balikin,5,0
Danielisaac hasibuan2024,9/29/2025 14:46,jika kalian menghina game ini itu berarti kalian tidak mampu mendownload nya dan kalian hanya orang-orang yang melihat banyak youtuber ke ban itu karena salah nya sendiri jadi kembali lah dan ramai kan game ini,5,0
suh Ardi,9/29/2025 12:40,bisa mendapat uang dari game ini dan semua eventnya seru,5,0
TAUFIQ HIDAYAT,9/29/2025 12:10,this game so lag please moderator banned to bot spammer i join the world 1 second and leave again eror contion,1,0
Fathan Al Fajri,9/29/2025 11:49,stupid death game,1,1
Muhammad Haikal Kamil,9/29/2025 11:40,upgrade my lucky hahaha,1,0
Jonatan Eclesia,9/29/2025 11:34,bot game,1,0
Bang Poco,9/29/2025 11:15,bad game. many bot,1,0
Rash Dan,9/29/2025 11:08,tolongg server diperbaiki,5,0
Adrian Capah,9/29/2025 11:04,perbaiki aja servernya,5,0
Zaki Firmansah,9/29/2025 10:29,hari hari kena suspend,1,1
Fatih Mirzaukail,9/29/2025 10:27,game nya bagus,5,0
Farel Itsme,9/29/2025 10:21,saya klarifikasi bawah game nya bagus😁👍,5,9
YUJIRO HANMA,9/29/2025 10:00,good game,5,0
Muhammad Fahri,9/29/2025 9:58,apalah gw maen make wifi loding nya lama bet udh muak ge tolong lah di perbaiki,1,0
M.Nur Farid,9/29/2025 9:14,"server kek ta1 kalo ga errcon,please try login again,kalo ga stuck,kalo ga yah vpn padahal ga make,mana internet lancar² ajaa,mana di tambah sekarang 403 forbidden pula hadeh game terlalu nganggep ip itu penting ya gini jadi rusak",1,9
Danurartha Ramadhan,9/29/2025 9:04,"game seru tpi tolong benar kan dibagian saat login karna player sangat susah sekali login menggunakan data dari check vpn, please try again, dll. saya sudah beberapa kali login tetapi tidak juga bisa login ini terlalu ribet bagi player, tolong di perbaiki",1,0
Yudais Yuda,9/29/2025 8:15,game bagus tingkatkan server nya aja dan kurangin aku bot yang spam itu saja,4,25
KB Zerix,9/29/2025 7:45,good game,5,0
Kenzire Ferza,9/29/2025 7:30,please upgrade max server,5,0
Alvin Alvin,9/29/2025 5:06,game gajelas asal ban aja tengik,1,0
Bravo Cell,9/29/2025 5:02,sumpah ini game bagus tapi banyak error nya,1,0
Moh Iklil,9/29/2025 4:49,game gak guna,1,0
Muhammad Hakim,9/29/2025 4:42,masalah dituduh pakai vpn gimana coba,5,0
Raditya Saputra,9/29/2025 4:34,bagus gamenya,5,0
Divo Ranu,9/29/2025 3:34,"tolong dari dulu nggak dibenerin bug usaha login, gimana ini developernya?",3,0
Muh. Nabil Kholilullah,9/29/2025 2:08,game nya menarik,5,0
NVLdaniel,9/29/2025 0:03,game rusak servernya kurang perhatian dari 2020,1,0
Geraldz,9/28/2025 22:58,saya sangat kecewa sama game ini padahal saya tidak melakukan hal-hal ilegal tapi tiba-tiba saya terkena suspend karna usage the third party program padahal selama main game ini aku hanya melakukan hal-hal legal,1,0
Muhammad Hatni,9/28/2025 18:54,ini saatnya growtopia revolution,5,0
Zacky Gt,9/28/2025 16:17,problem login limit ip please???,1,0
Zuaf Boy,9/28/2025 15:48,"gara'' akun lama hilang gatau kemana,bikin akun lagi malah di ban aneh",1,0
Byilahi Nusky,9/28/2025 15:02,"server rusak,ga bisa login,kalaupun bisa cuman 30 menit doang setelah itu error connecting lagi",1,0
Mizuk Bengkulu,9/28/2025 14:09,ban aja trus player legal biar tambah sepi,1,0
Danis,9/28/2025 13:12,"idiot server my first experience playing a game that is not maintained by the creator, the server is very bad, i don't recommend playing this game",1,0
Erlangga Angga,9/28/2025 13:04,good,5,0
Rian Sanjaya,9/28/2025 12:58,gk ngelakuin hal ilegal tapi di ban,1,0
pechiles yovan,9/28/2025 12:27,ngestuck mulu pas mau login ke gamenya,2,0
RAKA AFRILIO,9/28/2025 12:25,"why can't i ever log in, always with the excuse of a bad signal, even though my signal is good?",2,4
Juan,9/28/2025 12:19,"saya beli gems di in-game nya langsung, lalu saya beli bag' o gems, namun tidak masuk. saya punya bukti, tolong bantu saya dari pihak ubusoft. mohon secepatnya di bereskan",1,0
Refan Deni,9/28/2025 11:47,aplikasi gak guna gak bisa login 3 harii,1,0
Giovany Maradung,9/28/2025 11:12,game ini sangat bagus,5,0
Chiko,9/28/2025 10:55,game burik salah apa gua akun di ban,1,0
Momo Ayase,9/28/2025 10:49,"ercon mulu najis,",1,28
Fhaiz Gosling,9/28/2025 8:57,makin tahun makin jelek aja ni game aneh ga ada masukan didenger sama sekali kikir kikir,1,0
Danis Wara,9/28/2025 8:17,"usn impostor100 gkbisa login, alasannya ada aja mulu, sering ngestuck di getting server address sama please try login again",2,0
Rafif Fadlillah Faiz,9/28/2025 8:07,"harga item mulai naik ga karuan coba bikin sistem mata uang baru, 2x gems pun bikin keberadaan wl jadi kayak gaguna inflasi dimana' kasian sama player baru",1,0
Cry Zen,9/28/2025 7:54,game kgk jelas gua main. legal di ban taekk rugi 10 bgl gua ajgg bagi player baru mending kgk usah main game ini,1,0
Muhamad Faizar,9/28/2025 7:13,perbaiki server,2,0
Khairil Makin,9/28/2025 7:01,"gamenya sebenernya bagus tapi dari zaman dewa zeus sampe sekarang servernya gaberes² ayolah benerin kapan mau bersaing sama game lain kalo gini. yaah itu aja sih gamenya bagus, tapi sayang servernya jelek banget mau login aja susahnya minta ampun",1,11
SIDIQ SMP215JAKARTA,9/28/2025 6:48,gamenya seru tapi ada kesalahan dalam permainan namnya apa lagi saat login eror mohon di benerin,5,0
Arya Venus,9/28/2025 6:46,"game susah login, jelek, alay, suka ban, kocak",1,0
Muhammad Enji,9/28/2025 6:44,"game rusak,😹",1,0
Jsen 2,9/28/2025 6:36,"the game is broken, every time i enter another world it always force closes, please fix it",1,4
Juan vito S,9/28/2025 6:22,tidak bisa login,1,0
galangalan148,9/28/2025 5:11,jelek,1,0
David Astrada,9/28/2025 4:57,game ok bgt,5,0
Peileng Palele5,9/28/2025 4:40,game ngak jelas udah login malah di suruh login ulang setiap mau masuk game yg baru muncul kaya game game lain gk kaya gini sistem login nya belajar lagi ya dek bikin sistem login,1,0
Flx ilham,9/28/2025 4:36,"server terlalu lag,lebih banyak bot daripada player asli,eror koneksi yang menggangu,dan tiba tiba disconnect tanpa alasan yang jelas",1,6
Hyu Ahzan,9/28/2025 4:26,stuck loading mulu,3,0
Danny Cahya,9/28/2025 3:53,game yg sangat bagus dan mudah untuk di mainkan,5,0
Api Apii,9/28/2025 3:44,"the game is broken, it's hard to log in to the game, there are lots of problems, lots of bots once again this game is broken!!",1,0
Lah Woi,9/28/2025 3:40,"game sangat bagus, saya bermain dari 2018 tetapi sekarang bot rame sekali, saya sering disconecct ketika ngefarm. tolong untuk developer diperbaiki lagi game nya, dan untuk bot spam,auto farm, autp geiger, auto klik itu segera difix. sekarang 2025, game ini makin sulit untuk login.",1,0
Hafiz Sidiq,9/28/2025 3:29,game yg 80% player nya adalah bott,2,0
Anjar pratama,9/28/2025 3:18,login susah game jelek server busuk bot banyak udh end aja game ini kalo ga ada perubahan rugi main game gini game udh rusak,1,0
maulanaoutline 7,9/28/2025 3:16,login aja susah,1,0
Ansari Shaleh,9/28/2025 2:40,game mati bagus hapus aja ngapain download kalo ga bisa login server ampas,1,0
Albar Maulana,9/28/2025 2:33,"wifi lancar,jaringan bagus tapi sering ercon mulu masa harus restart hp berkali kali kan susah,,tolong di perbaiki ubisoft gw cuma pengen maen gt dgn tenang bangkee!!",1,0
Justin Fernando Chanen,9/28/2025 1:18,banyak masalah untuk login kedalam game,1,0
Hanan Umarsyah,9/28/2025 0:01,👍,1,0
FAUZI AKBAR PRASTIO,9/27/2025 23:00,game bosok,1,0
SyahrizatGT,9/27/2025 21:59,game rusak selalu aja stuck di login padahal internet saya bagus bagus aja di game lain lah ini nggak bisa sendiri dari dulu nggak pernah dibenerin game rusak emang,1,6
jesko,9/27/2025 21:50,"tiba tiba di suspend account pdhl main damai aja ga pake bot/csn dan semacam nya,",1,0
Ahmad Fathan,9/27/2025 19:04,tolong perbaiki bug saat mau login🙏,1,1
lise lia,9/27/2025 16:57,emang dari dulu ga niat benerin server ini game selalu aja busuk,1,0
Hendra Wijaya,9/27/2025 16:40,"server ga di urus gini nih, login aja susah ga kyk dulu mudah",1,0
Handrijas Setiawan,9/27/2025 16:07,nice,5,0
micheel natali,9/27/2025 15:41,gabisa login jir,1,0
Keyko Pram,9/27/2025 15:27,"i cantttt loginnnn, and developer cant help the player for login, i hate this game",1,0
Hayden,9/27/2025 15:04,mengapa ada pembatasan ip yang harus menunggu 24jam??? dan pembatasan itu terjadi tanpa alasan yang jelas,1,0
shoftt ys,9/27/2025 14:38,good,5,0
Rehan Muhammad rehan,9/27/2025 14:06,game lawak game word box kok berkendok judi haram woy,1,0
Pengguna Google,9/27/2025 13:57,game bapuk anj padahla gk afk disebut afk dibannya 730 hari pula game jelk,1,0
syad rell,9/27/2025 13:24,tolol game bego idiot mau login aja susah anjg,1,0
Andy Ponsel,9/27/2025 12:12,"game nya lumayan bagus, tp keamanan nya kurang ketat , akun sering ke hack",3,0
Naufal Alfathan,9/27/2025 12:09,game nya bagus tapi akun saya kok malah stuck dilogin,5,1
Hanzz 2565,9/27/2025 11:55,banyak penipuan mods tidak kerja,1,0
Kopral Semut,9/27/2025 11:38,"server buruk, bot 70% isinya, banyak spammer, inflasi berlebihan",1,0
Gin Vinz,9/27/2025 11:26,"the latest update makes the game worse, it's hard to log in, you have to log out to log in and you get connection errors more often, why prioritize new items in the game, prioritize the server and system it's better if all players just want to enjoy the game, why make it difficult to log in? (and it's best to get rid of the bots that are roaming around, strengthen the defense system so that there are no bots)",3,0
Titik Mariyati,9/27/2025 10:26,i need bgl pls ubisoft donate me bgl,5,0
Barra,9/27/2025 9:49,mantap,5,0
Nayzy Club,9/27/2025 9:42,sangat susah saat connect ke server (mungkin kita tidak boleh bermain),1,1
Ario Galih Candramukti,9/27/2025 9:29,saya saat ingin login tidak bisa stuck loading terus,1,14
Putra Official,9/27/2025 9:27,"bagus game nya tidak ada kendala, tapi tingkatkan lagi kualitasnya biar betah main, itu saja terimakasih",5,0
Dzakki Alvino,9/27/2025 9:23,developer tolol,1,0
Alma Fahriza,9/27/2025 9:01,developer tolong segera perbaiki servernya,1,0
Abidzar Dari neptune,9/27/2025 8:35,balikin akun gua di growtopia keban gegara usage third party padahal gua gak makro bot gua cuman main biasa aaaaaaaa,1,1
Aldi Yanto,9/27/2025 8:11,"as promised? i can log back in smoothly, but sometimes i can't.",5,0
Agung Khrisna,9/27/2025 7:48,gak bisa login,1,0
Diaz Ibrahimmovi,9/27/2025 6:35,game gajelas,1,0
Mine Ahah,9/27/2025 6:10,"susah login,banyak bot",1,0
Leonard,9/27/2025 5:17,"something went wrong > oops reached limit login from this ip address, lebih mudah dapat phoenix wings daripada login game ini.",4,0
Christian Fransco,9/27/2025 4:40,game and belum buat akun udah di bilang limit perbaiki deh itu game dan satu lagi... server tolong di perbaiki masa yang login 100ribu player botnya kebanyakan di banding playernya,1,0
Sendawar 465,9/27/2025 4:26,fix your game bro,1,0
Haikal Syulistiyono,9/27/2025 3:50,"ip nyasar terus, jangan update yang gajelas. banyak masalah yang belum di benerin, masalah login dan apapun itu belum dibenerin dari beberapa tahun. saya udah lama gak main dan saya kembali main lagi. gak nyaman main beberapa hari ini selama main",1,137
Akram M,9/27/2025 2:31,"server ga pernah di benerin heran, ga niat bikin game",1,0
AKIO NADIARA,9/27/2025 1:54,game nya uda rusak ya? ngestuck diloading mulu padahal sinyal udh bagus,1,0
Bbgstgti Gakthugw,9/27/2025 1:39,"hapus aja nih game aneh emng masak login google eror terus padahal kemarin bisa,sekrng gak bisa benerin dh game ini,yang punya gt emng aneh dh game gj",1,0
Pithemayor,9/27/2025 1:33,seru,5,0
Malik Abdul Azis,9/27/2025 1:04,server lag,1,0
Seno Setiadi,9/26/2025 22:39,gw gbs login ngentott gw cuma ganti dari kuota ke wifi babi,1,1
Ichi shiraki,9/26/2025 19:26,"servernya udah overload, bot di mana mana, yang ngurus gamenya udah gaada, gaada tindakan buat bot yang banyak banget /fp, udah ditunggu 2 tahun kirain berubah taunya sama aja, skrg makin parah kocak",1,0
Chiko candra Chiko candra,9/26/2025 18:21,👍,5,0
Botfarm 01,9/26/2025 17:49,ayolah mana growtopia yang dulu? kenapa game semakin lama semakin buruk? server bagaimana? tidak usah uruskan bot server perbaiki dahulu,1,0
candra,9/26/2025 17:03,"tolong perbaiki lagi servernya,sering keluar sendiri",5,0
Hideo Alfarizy,9/26/2025 15:31,game bagus 🤭,1,0
Achmad Aji Sakato,9/26/2025 15:02,"tolong perbaiki game ini, karena susah sekali login karena ercon terus",2,0
Alwin Al,9/26/2025 14:59,"game nya bagus tapi klo ngk masalah vpn,,yah conecting erorr trusss,,cape saran gua tolong devloper di perbaikin biar playernya ngk pada lari 🙏🙏",1,0
Raja Wira,9/26/2025 14:46,i cant login to the game via android and i cant open the app in laptop eather window 11 via steam and download from official website how am i suppose to do ? i contacts support 3 time and they give me nothing. i just want to enjoy this game and i just cant,5,0
Dems Backup,9/26/2025 14:28,"untuk gameplay menurut saya bagus! kekurangan nya yaitu server sangat lag, dan banyaknya yang melakukan botting. saya tau pihak ubisoft sudah dari lama mencoba fix ini namun di bypass/ditembus lagi.",3,0
Merryandayani,9/26/2025 14:01,kocak dev nya kikir kayak kepiting jembwot,1,0
Apandi Mardiansyah,9/26/2025 13:30,"sekarang servernya sudah lumayan, tidak sesusah sebelumnya jika ingin login",4,0
QuinSha,9/26/2025 13:06,"gameplay dan semua hal sudah bagus,yang masalah paling utama adalah server,entah kenapa sangat susah untuk masuk ke servernya,bahkan jarang sekali.aku harap kalian bisa memperbaiki servernya menjadi lebih baik lagi karena aku ingin sekali untuk bermain game ini.terimakasih!",2,31
Aly Ahmad s,9/26/2025 12:50,"bosen ngeliat ""error mulu""",1,0
Gilang Rizky,9/26/2025 12:49,ubisoft dajjal,1,0
Wesley Maybert,9/26/2025 12:21,gamenya asik,5,2
Zexxa Gameplay,9/26/2025 12:05,bagus,5,0
Aspi Alfianoor Amrullah,9/26/2025 11:38,kecewa bgt akun ilang gara2 lupa email doang game babi,1,0
BTR danyo,9/26/2025 11:28,semoga mod bekerja dengan bagus itu aja,5,0
Maulana Ahmad,9/26/2025 11:20,"hey, are y'all blind or wht?, why y'all nvr read our complains?, why y'all didnt fix it yet?",1,0
Phael 771,9/26/2025 11:17,pleeaaaassss ini game bagus kenapa jarang di urus-_-,5,0
Raon Miru,9/26/2025 10:59,gabisa login!!!,1,0
Farrel Adrian Putra,9/26/2025 10:38,server is broken,2,0
Fikri Zharfan Al Lutfi,9/26/2025 10:37,"yang bener aja lah, login aja gak bisa dari sekian banyak kali login cuma 2 kali doang bisa masuk, hadehh game rusak. awal nya gw kira game bagus, eh gak bisa login.",1,0
Rakana Hawari,9/26/2025 9:14,game nya bagus tapi banyak bug nya aja,5,0
Muhamad Gibran,9/26/2025 8:55,server bosok,1,0
James Kece,9/26/2025 8:18,gajelas gamenya lag mulu,1,0
Anjas rasta Wadhika,9/26/2025 8:13,kebanyakan spammer,5,0
Raffael Alexander Lie,9/26/2025 8:12,nice game,5,0
Rayyan Rafif,9/26/2025 8:10,"udh mah game jelek susah login, sekali bisa login malah kena erkon pekokkkkk",1,0
M nicolas,9/26/2025 8:01,"gak bisa login. dulu setahun lalu masih bisa, sekarang gak kayak dulu. stuck di ""loading"" login akun, pilihan akun tidak muncul selama berjam-jam bahkan saya tinggal tidur masih stuck disana.",1,12
Lucky Athallah,9/26/2025 7:46,"di benerin untuk masalah loginnyaaa, gimana mau rame mau login aja kaya pepek anjinggg",1,0
Ridho Septian,9/26/2025 7:36,"game kaga kaga jelas,tiba2 di ban karga pake app lain, pdhl engga pake sama sekali cuma ngebreak biasa",1,0
Rizik Fauzan1,9/26/2025 7:26,"semenjak update terbaru suka crash gajelas kebanyakkan bot server selalu penuh, sekali nyaa ga penuh lag atau ga crash tolong diperbaiki lagii",3,3
Irfan Muhamad,9/26/2025 7:17,"saya baru main kembali dalam game growtopia akan tetapi di dalam login itu ada kendala yang menghambat saya masuk dalam game tersebut yaitu ban random.saya sudah melakukan berbagai cara untuk menghilangkan ban random itu akan tetapi tetap sama,jadi saya bingung apa yang harus saya lakukan.saya sangat kecewa dengan pihak growtopia tidak bisa memperbaiki dalam game tersebut saya harap pihak growtopia mau membenarkan semua sistem biar para player bisa menikmati game growtopia tersebut",1,0
Dhaffa Budiyanto,9/26/2025 7:13,i always cant login,1,0
Wilsen Rich,9/26/2025 6:15,game nya sudah bagus secara keseluruhan dari gameplay nya dan sosial di game nya tapi tolong dong saya main udah hampir 4 tahun lebih tapi kok pas saya main pakai akun saya yang tidak terpakai malah diban tolong untuk pihak ubisoft perbaiki sistem ban nya jangan asal ban,1,16
Fiqri Abdul Aziz,9/26/2025 6:13,#NAME?,1,0
saint cecilia,9/26/2025 6:01,please fix it when loading.. there must always be a problem.,3,0
Putra Rama,9/26/2025 5:45,"this game is so stupid i have only played for 10 days and i am already ban for no clear reason, there is no evidence of using a third party. it's so stupid, i don't even know how to use a third party.",1,0
M u W a _死神 (MuWa),9/26/2025 5:41,"akun saya hilang, bikinnya pas tahun 2019, password nya padahal udah bener tapi tetep salah jadi g bisa pakek akun itu lagi, bruuuh",1,0
Febryan Maulana,9/26/2025 3:28,"i like this game, but please fix the server, it's very slow",5,0
Rafi Ibnu,9/26/2025 2:55,game nya seru saya sudah main mulai tahun 2018 dan saya mulai main pertama game ini tidak terjadi apa apa dan kenapa kemaren akun saya tiba-tiba kena ban padahal saya tidak pernah aneh aneh,2,0
Zidhan Rahmat fauri,9/26/2025 2:49,server busuk,1,0
Higgs Domino Island,9/26/2025 2:18,aku cinta growtopia,5,0
Alfa Riz,9/26/2025 2:16,"gara gara ini game bang windah hilang 5 juta rupiah, unban dua akun bang windah, kasihan marcel dia udah grinding selama 2 tahun tapi 12 bgl nya hilang gara gara diban gajelas, 12 bgl setara ama 5 juta loh baru diban haduh growtopia, orang gasalah apapun diban gadeh, perbaiki server",5,1
ff_ibnu,9/26/2025 1:40,good game but lack of updates for the botting eradication system,5,0
rell,9/26/2025 1:12,"kalian yang rate rendah tolong di ganti plis, ini game ngajarin banyak hal cuy",5,0
Naufal Haidar Putera Syarif,9/26/2025 1:08,habis update bukannya bebagus malah makin susah masuk!,1,0
Elmoby Rizq,9/26/2025 0:49,tolong perbaiki servernya😀,5,0
Osoba Mask,9/26/2025 0:42,server lu benerin kowcag,2,0
Ferry,9/25/2025 23:28,aplikasi ga aman masa akun ku bisa di bobol orang tanpa verifikasi yg bener aja,1,0
Lyk,9/25/2025 23:03,please continue to develop,4,0
Said Halid,9/25/2025 22:51,"game rusak. login aja lama banget nunggunya, pantes game nya g laku.",1,0
MUHAMMAD MAULANA,9/25/2025 22:08,anjjjjjj kada bisaaa logggginnn,1,0
BIFOGA GT,9/25/2025 21:45,update server pls,4,0
LiveryJ Liv,9/25/2025 21:35,buat game ini lebih bagus lagi,5,0
Jahs Jaj,9/25/2025 21:33,sejuta kenangan,5,0
Luqmanul Khakim,9/25/2025 21:01,update baru sering keluar sendiri,1,4
Srihasna Hasna,9/25/2025 20:42,game lag susah login,1,0
Rizky Putra,9/25/2025 19:15,tolong lah ini knapa gak bisa login pake data udah coba sgala cara mohon di perbaiki ya,1,1
3150_Hanif Alwan,9/25/2025 18:53,server upgrade broo,1,0
Kk Im2,9/25/2025 18:29,cuan,5,0
Dimas Prasetio,9/25/2025 18:23,servernya tolong lah di fix lagi,2,0
Vareal VK Vk,9/25/2025 17:01,unban blazingawm1 pls good server ever,1,0
